	id_cp_interaction	partner_a	partner_b	protein_name_a	protein_name_b	annotation_strategy	source	gene_name_a	gene_name_b	gene_name_mouse_a	gene_name_mouse_b
554		P13942	O75578	COBA2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL11A2	ITGA10	Col11a2	Itga10
555		Q8IZC6	P56199	CORA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL27A1	ITGA1	Col27a1	Itga1
556		P12111	P17301	CO6A3_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL6A3	ITGA2	Col6a3	Itga2
557		P12830	P05556	CADH1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	CDH1	ITGB1	Cdh1	Itgb1
558		P12830	P17301	CADH1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	CDH1	ITGA2	Cdh1	Itga2
559		P02458	O75578	CO2A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL2A1	ITGA10	Col2a1	Itga10
560		Q14031	P56199	CO4A6_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL4A6	ITGA1	Col4a6	Itga1
561		P25940	P56199	CO5A3_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL5A3	ITGA1	Col5a3	Itga1
562		P05997	Q9UKX5	CO5A2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL5A2	ITGA11	Col5a2	Itga11
563		Q03692	Q9UKX5	COAA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL10A1	ITGA11	Col10a1	Itga11
564		Q05707	P17301	COEA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL14A1	ITGA2	Col14a1	Itga2
565		P04275	P06756	VWF_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	VWF	ITGAV	Vwf	Itgav
566		P04275	P05106	VWF_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	VWF	ITGB3	Vwf	Itgb3
567		P05230	P06756	FGF1_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	FGF1	ITGAV	Fgf1	Itgav
568		P05230	P05106	FGF1_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	FGF1	ITGB3	Fgf1	Itgb3
569		P11047	P17301	LAMC1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	LAMC1	ITGA2	Lamc1	Itga2
570		P13942	P17301	COBA2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL11A2	ITGA2	Col11a2	Itga2
571		P01137	P06756	TGFB1_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	TGFB1	ITGAV	Tgfb1	Itgav
572		P01137	P18564	TGFB1_HUMAN	ITB6_HUMAN	curated	uniprot unpacked	TGFB1	ITGB6	Tgfb1	Itgb6
573		Q03405	P05556	UPAR_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	PLAUR	ITGB1	Plaur	Itgb1
574		Q03405	P13612	UPAR_HUMAN	ITA4_HUMAN	curated	uniprot unpacked	PLAUR	ITGA4	Plaur	Itga4
575		P39060	P56199	COIA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL18A1	ITGA1	Col18a1	Itga1
576		Q96A83	P56199	COQA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL26A1	ITGA1	Col26a1	Itga1
577		O75326	P05556	SEM7A_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	SEMA7A	ITGB1	Sema7a	Itgb1
578		O75326	P56199	SEM7A_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	SEMA7A	ITGA1	Sema7a	Itga1
579		Q17RW2	P17301	COOA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL24A1	ITGA2	Col24a1	Itga2
580		Q08722	O00241	CD47_HUMAN	SIRB1_HUMAN	curated	uniprot unpacked	CD47	SIRPB1	Cd47	Sirpb1a
581		Q08722	O43914	CD47_HUMAN	TYOBP_HUMAN	curated	uniprot unpacked	CD47	TYROBP	Cd47	Tyrobp
582		Q5T4W7	P56159	ARTN_HUMAN	GFRA1_HUMAN	curated	uniprot unpacked	ARTN	GFRA1	Artn	Gfra1
583		P00734	P06756	THRB_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	F2	ITGAV	F2	Itgav
584		P05014	P17181	IFNA4_HUMAN	INAR1_HUMAN	curated	uniprot unpacked	IFNA4	IFNAR1	Ifna1	Ifnar1
585		P05014	P48551	IFNA4_HUMAN	INAR2_HUMAN	curated	uniprot unpacked	IFNA4	IFNAR2	Ifna1	Ifnar2
586		P29400	P56199	CO4A5_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL4A5	ITGA1	Col4a5	Itga1
587		P12111	Q9UKX5	CO6A3_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL6A3	ITGA11	Col6a3	Itga11
588		Q16787	P05556	LAMA3_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	LAMA3	ITGB1	Lama3	Itgb1
589		Q16787	P26006	LAMA3_HUMAN	ITA3_HUMAN	curated	uniprot unpacked	LAMA3	ITGA3	Lama3	Itga3
590		P11047	P23229	LAMC1_HUMAN	ITA6_HUMAN	curated	uniprot unpacked	LAMC1	ITGA6	Lamc1	Itga6
591		Q99983	P06756	OMD_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	OMD	ITGAV	Omd	Itgav
592		Q99983	P05106	OMD_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	OMD	ITGB3	Omd	Itgb3
593		Q99715	P17301	COCA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL12A1	ITGA2	Col12a1	Itga2
594		Q8IZI9	Q08334	IFNL3_HUMAN	I10R2_HUMAN	curated	uniprot unpacked	IFNL3	IL10RB	Ifnl2	Il10rb
595		Q8IZI9	Q8IU57	IFNL3_HUMAN	INLR1_HUMAN	curated	uniprot unpacked	IFNL3	IFNLR1	Ifnl2	Ifnlr1
596		P05362	P20701	ICAM1_HUMAN	ITAL_HUMAN	curated	uniprot unpacked	ICAM1	ITGAL	Icam1	Itgal
597		P12110	P56199	CO6A2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL6A2	ITGA1	Col6a2	Itga1
598		P05997	O75578	CO5A2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL5A2	ITGA10	Col5a2	Itga10
599		Q14055	P56199	CO9A2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL9A2	ITGA1	Col9a2	Itga1
600		P02452	P56199	CO1A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL1A1	ITGA1	Col1a1	Itga1
601		P20849	O75578	CO9A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL9A1	ITGA10	Col9a1	Itga10
602		Q14050	P56199	CO9A3_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL9A3	ITGA1	Col9a3	Itga1
603		P02452	Q9UKX5	CO1A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL1A1	ITGA11	Col1a1	Itga11
604		P27658	O75578	CO8A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL8A1	ITGA10	Col8a1	Itga10
605		P39059	P56199	COFA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL15A1	ITGA1	Col15a1	Itga1
606		Q07092	O75578	COGA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL16A1	ITGA10	Col16a1	Itga10
607		Q9BX67	P05107	JAM3_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	JAM3	ITGB2	Jam3	Itgb2
608		Q9BX67	P11215	JAM3_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	JAM3	ITGAM	Jam3	Itgam
609		P08572	O75578	CO4A2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL4A2	ITGA10	Col4a2	Itga10
610		P12107	P17301	COBA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL11A1	ITGA2	Col11a1	Itga2
611		P25940	P17301	CO5A3_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL5A3	ITGA2	Col5a3	Itga2
612		O60383	P36897	GDF9_HUMAN	TGFR1_HUMAN	curated	uniprot unpacked	GDF9	TGFBR1	Gdf9	Tgfbr1
613		O60383	Q13873	GDF9_HUMAN	BMPR2_HUMAN	curated	uniprot unpacked	GDF9	BMPR2	Gdf9	Bmpr2
614		Q2UY09	P56199	COSA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL28A1	ITGA1	Col28a1	Itga1
								CCR5	NAMPT	CCR5	NAMPT
